municipio,uf,setor,risco,ano,valor,classe
Caieiras,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.78,Alto
Caieiras,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.73,Alto
Caieiras,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.5,Médio
Caieiras,SP,Segurança Energetica,Acesso,2019,0.48,Médio
Caieiras,SP,Impactos para Recursos Hídricos,Seca,2015,0.44,Médio
Caieiras,SP,Saúde,Risco de malária,2020,0.41,Médio
Caieiras,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.38,Baixo
Caieiras,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cairu,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.72,Alto
Cairu,BA,Saúde,Risco de malária,2020,0.59,Médio
Cairu,BA,Saúde,Risco de leishmaniose,2020,0.46,Médio
Cairu,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.43,Médio
Cairu,BA,Impactos para Recursos Hídricos,Seca,2015,0.36,Baixo
Cairu,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.36,Baixo
Cairu,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Cairu,BA,Segurança Energetica,Acesso,2019,0.3,Baixo
Cairu,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.13,Muito baixo
Caiuá,SP,Saúde,Risco de leishmaniose,2020,0.68,Alto
Caiuá,SP,Saúde,Risco de malária,2020,0.67,Alto
Caiuá,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.56,Médio
Caiuá,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.53,Médio
Caiuá,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.4,Médio
Caiuá,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Caiuá,SP,Segurança Energetica,Acesso,2019,0.33,Baixo
Caiuá,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.33,Baixo
Caiuá,SP,Impactos para Recursos Hídricos,Seca,2015,0.3,Baixo
Cajamar,SP,Saúde,Risco de leishmaniose,2020,0.86,Muito alto
Cajamar,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.66,Alto
Cajamar,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.48,Médio
Cajamar,SP,Impactos para Recursos Hídricos,Seca,2015,0.43,Médio
Cajamar,SP,Segurança Energetica,Acesso,2019,0.43,Médio
Cajamar,SP,Saúde,Risco de malária,2020,0.4,Médio
Cajamar,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cajamar,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.35,Baixo
Cajamar,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.23,Baixo
Cajapió,MA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.64,Alto
Cajapió,MA,Segurança Energetica,Acesso,2019,0.53,Médio
Cajapió,MA,Desastres geo-hídricos,Deslizamento de terra,2015,0.51,Médio
Cajapió,MA,Segurança Alimentar,Risco de impacto para chuva,2015,0.43,Médio
Cajapió,MA,Segurança Alimentar,Risco de impacto para seca,2015,0.41,Médio
Cajapió,MA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cajapió,MA,Impactos para Recursos Hídricos,Seca,2015,0.28,Baixo
Cajapió,MA,Saúde,Risco de leishmaniose,2020,0.09,Muito baixo
Cajapió,MA,Saúde,Risco de malária,2020,0.03,Muito baixo
Cajari,MA,Saúde,Risco de malária,2020,0.96,Muito alto
Cajari,MA,Saúde,Risco de leishmaniose,2020,0.83,Muito alto
Cajari,MA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.77,Alto
Cajari,MA,Desastres geo-hídricos,Deslizamento de terra,2015,0.61,Alto
Cajari,MA,Segurança Energetica,Acesso,2019,0.54,Médio
Cajari,MA,Segurança Alimentar,Risco de impacto para chuva,2015,0.39,Baixo
Cajari,MA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cajari,MA,Segurança Alimentar,Risco de impacto para seca,2015,0.21,Baixo
Cajari,MA,Impactos para Recursos Hídricos,Seca,2015,0.15,Muito baixo
Cajati,SP,Saúde,Risco de malária,2020,0.65,Alto
Cajati,SP,Saúde,Risco de leishmaniose,2020,0.64,Alto
Cajati,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.52,Médio
Cajati,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.46,Médio
Cajati,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.45,Médio
Cajati,SP,Segurança Energetica,Acesso,2019,0.38,Baixo
Cajati,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.37,Baixo
Cajati,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cajati,SP,Impactos para Recursos Hídricos,Seca,2015,0.34,Baixo
Cajazeiras do Piauí,PI,Saúde,Risco de leishmaniose,2020,0.66,Alto
Cajazeiras do Piauí,PI,Segurança Alimentar,Risco de impacto para seca,2015,0.55,Médio
Cajazeiras do Piauí,PI,Segurança Alimentar,Risco de impacto para chuva,2015,0.39,Baixo
Cajazeiras do Piauí,PI,Segurança Energetica,Acesso,2019,0.38,Baixo
Cajazeiras do Piauí,PI,Saúde,Risco de malária,2020,0.37,Baixo
Cajazeiras do Piauí,PI,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Cajazeiras do Piauí,PI,Impactos para Recursos Hídricos,Seca,2015,0.28,Baixo
Cajazeiras do Piauí,PI,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.26,Baixo
Cajazeiras do Piauí,PI,Desastres geo-hídricos,Deslizamento de terra,2015,0.19,Muito baixo
Cajazeiras,PB,Saúde,Risco de leishmaniose,2020,0.87,Muito alto
Cajazeiras,PB,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.79,Alto
Cajazeiras,PB,Saúde,Risco de malária,2020,0.74,Alto
Cajazeiras,PB,Desastres geo-hídricos,Deslizamento de terra,2015,0.67,Alto
Cajazeiras,PB,Impactos para Recursos Hídricos,Seca,2015,0.6,Alto
Cajazeiras,PB,Segurança Alimentar,Risco de impacto para chuva,2015,0.5,Médio
Cajazeiras,PB,Segurança Energetica,Acesso,2019,0.45,Médio
Cajazeiras,PB,Segurança Alimentar,Risco de impacto para seca,2015,0.4,Médio
Cajazeiras,PB,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Cajazeirinhas,PB,Saúde,Risco de leishmaniose,2020,0.78,Alto
Cajazeirinhas,PB,Saúde,Risco de malária,2020,0.7,Alto
Cajazeirinhas,PB,Desastres geo-hídricos,Deslizamento de terra,2015,0.67,Alto
Cajazeirinhas,PB,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.65,Alto
Cajazeirinhas,PB,Segurança Alimentar,Risco de impacto para seca,2015,0.45,Médio
Cajazeirinhas,PB,Impactos para Recursos Hídricos,Seca,2015,0.42,Médio
Cajazeirinhas,PB,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Cajazeirinhas,PB,Segurança Energetica,Acesso,2019,0.31,Baixo
Cajazeirinhas,PB,Segurança Alimentar,Risco de impacto para chuva,2015,0.07,Muito baixo
Cajobi,SP,Saúde,Risco de leishmaniose,2020,0.68,Alto
Cajobi,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.54,Médio
Cajobi,SP,Impactos para Recursos Hídricos,Seca,2015,0.53,Médio
Cajobi,SP,Segurança Energetica,Acesso,2019,0.43,Médio
Cajobi,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.41,Médio
Cajobi,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cajobi,SP,Saúde,Risco de malária,2020,0.35,Baixo
Cajobi,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.33,Baixo
Cajobi,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.25,Baixo
Cajueiro da Praia,PI,Saúde,Risco de malária,2020,0.79,Alto
Cajueiro da Praia,PI,Segurança Alimentar,Risco de impacto para seca,2015,0.71,Alto
Cajueiro da Praia,PI,Saúde,Risco de leishmaniose,2020,0.64,Alto
Cajueiro da Praia,PI,Impactos para Recursos Hídricos,Seca,2015,0.6,Alto
Cajueiro da Praia,PI,Segurança Alimentar,Risco de impacto para chuva,2015,0.44,Médio
Cajueiro da Praia,PI,Segurança Energetica,Acesso,2019,0.43,Médio
Cajueiro da Praia,PI,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.43,Médio
Cajueiro da Praia,PI,Desastres geo-hídricos,Deslizamento de terra,2015,0.34,Baixo
Cajueiro da Praia,PI,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Cajueiro,AL,Saúde,Risco de leishmaniose,2020,0.81,Muito alto
Cajueiro,AL,Segurança Alimentar,Risco de impacto para chuva,2015,0.64,Alto
Cajueiro,AL,Segurança Energetica,Acesso,2019,0.56,Médio
Cajueiro,AL,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.51,Médio
Cajueiro,AL,Saúde,Risco de malária,2020,0.45,Médio
Cajueiro,AL,Desastres geo-hídricos,Deslizamento de terra,2015,0.44,Médio
Cajueiro,AL,Impactos para Recursos Hídricos,Seca,2015,0.37,Baixo
Cajueiro,AL,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Cajueiro,AL,Segurança Alimentar,Risco de impacto para seca,2015,0.26,Baixo
Cajuri,MG,Impactos para Recursos Hídricos,Seca,2015,0.67,Alto
Cajuri,MG,Saúde,Risco de leishmaniose,2020,0.66,Alto
Cajuri,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.55,Médio
Cajuri,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.52,Médio
Cajuri,MG,Segurança Energetica,Acesso,2019,0.37,Baixo
Cajuri,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cajuri,MG,Saúde,Risco de malária,2020,0.34,Baixo
Cajuri,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.2,Baixo
Cajuri,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.19,Muito baixo
Cajuru,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.69,Alto
Cajuru,SP,Saúde,Risco de leishmaniose,2020,0.68,Alto
Cajuru,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.65,Alto
Cajuru,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.46,Médio
Cajuru,SP,Impactos para Recursos Hídricos,Seca,2015,0.44,Médio
Cajuru,SP,Segurança Energetica,Acesso,2019,0.38,Baixo
Cajuru,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Cajuru,SP,Saúde,Risco de malária,2020,0.33,Baixo
Cajuru,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.2,Baixo
Calçado,PE,Segurança Alimentar,Risco de impacto para chuva,2015,0.73,Alto
Calçado,PE,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.58,Médio
Calçado,PE,Impactos para Recursos Hídricos,Seca,2015,0.55,Médio
Calçado,PE,Desastres geo-hídricos,Deslizamento de terra,2015,0.52,Médio
Calçado,PE,Segurança Alimentar,Risco de impacto para seca,2015,0.51,Médio
Calçado,PE,Segurança Energetica,Acesso,2019,0.46,Médio
Calçado,PE,Saúde,Risco de malária,2020,0.37,Baixo
Calçado,PE,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Calçado,PE,Saúde,Risco de leishmaniose,2020,0.17,Muito baixo
Calçoene,AP,Saúde,Risco de malária,2020,0.78,Alto
Calçoene,AP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.68,Alto
Calçoene,AP,Desastres geo-hídricos,Deslizamento de terra,2015,0.6,Alto
Calçoene,AP,Impactos para Recursos Hídricos,Seca,2015,0.48,Médio
Calçoene,AP,Segurança Energetica,Acesso,2019,0.48,Médio
Calçoene,AP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Calçoene,AP,Segurança Alimentar,Risco de impacto para chuva,2015,0.2,Baixo
Calçoene,AP,Saúde,Risco de leishmaniose,2020,0.14,Muito baixo
Calçoene,AP,Segurança Alimentar,Risco de impacto para seca,2015,0,Muito baixo
Caldas Brandão,PB,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.81,Muito alto
Caldas Brandão,PB,Saúde,Risco de leishmaniose,2020,0.78,Alto
Caldas Brandão,PB,Saúde,Risco de malária,2020,0.75,Alto
Caldas Brandão,PB,Desastres geo-hídricos,Deslizamento de terra,2015,0.73,Alto
Caldas Brandão,PB,Segurança Alimentar,Risco de impacto para chuva,2015,0.71,Alto
Caldas Brandão,PB,Segurança Energetica,Acesso,2019,0.48,Médio
Caldas Brandão,PB,Impactos para Recursos Hídricos,Seca,2015,0.46,Médio
Caldas Brandão,PB,Segurança Alimentar,Risco de impacto para seca,2015,0.37,Baixo
Caldas Brandão,PB,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Caldas Novas,GO,Saúde,Risco de leishmaniose,2020,0.79,Alto
Caldas Novas,GO,Saúde,Risco de malária,2020,0.76,Alto
Caldas Novas,GO,Impactos para Recursos Hídricos,Seca,2015,0.66,Alto
Caldas Novas,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.55,Médio
Caldas Novas,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.49,Médio
Caldas Novas,GO,Segurança Energetica,Acesso,2019,0.42,Médio
Caldas Novas,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Caldas Novas,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.32,Baixo
Caldas Novas,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0.25,Baixo
Caldas,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.69,Alto
Caldas,MG,Saúde,Risco de leishmaniose,2020,0.67,Alto
Caldas,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.67,Alto
Caldas,MG,Impactos para Recursos Hídricos,Seca,2015,0.46,Médio
Caldas,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.39,Baixo
Caldas,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Caldas,MG,Saúde,Risco de malária,2020,0.32,Baixo
Caldas,MG,Segurança Energetica,Acesso,2019,0.29,Baixo
Caldas,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.29,Baixo
Caldazinha,GO,Saúde,Risco de malária,2020,0.65,Alto
Caldazinha,GO,Saúde,Risco de leishmaniose,2020,0.62,Alto
Caldazinha,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.54,Médio
Caldazinha,GO,Impactos para Recursos Hídricos,Seca,2015,0.46,Médio
Caldazinha,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.42,Médio
Caldazinha,GO,Segurança Energetica,Acesso,2019,0.37,Baixo
Caldazinha,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.37,Baixo
Caldazinha,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Caldazinha,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0.16,Muito baixo
Caldeirão Grande do Piauí,PI,Segurança Alimentar,Risco de impacto para seca,2015,0.68,Alto
Caldeirão Grande do Piauí,PI,Saúde,Risco de leishmaniose,2020,0.68,Alto
Caldeirão Grande do Piauí,PI,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.59,Médio
Caldeirão Grande do Piauí,PI,Desastres geo-hídricos,Deslizamento de terra,2015,0.52,Médio
Caldeirão Grande do Piauí,PI,Segurança Energetica,Acesso,2019,0.38,Baixo
Caldeirão Grande do Piauí,PI,Segurança Alimentar,Risco de impacto para chuva,2015,0.37,Baixo
Caldeirão Grande do Piauí,PI,Impactos para Recursos Hídricos,Seca,2015,0.36,Baixo
Caldeirão Grande do Piauí,PI,Saúde,Risco de malária,2020,0.32,Baixo
Caldeirão Grande do Piauí,PI,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Caldeirão Grande,BA,Saúde,Risco de leishmaniose,2020,0.78,Alto
Caldeirão Grande,BA,Saúde,Risco de malária,2020,0.62,Alto
Caldeirão Grande,BA,Impactos para Recursos Hídricos,Seca,2015,0.54,Médio
Caldeirão Grande,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.52,Médio
Caldeirão Grande,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.44,Médio
Caldeirão Grande,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.41,Médio
Caldeirão Grande,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.39,Baixo
Caldeirão Grande,BA,Segurança Energetica,Acesso,2019,0.37,Baixo
Caldeirão Grande,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Califórnia,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.5,Médio
Califórnia,PR,Segurança Energetica,Acesso,2019,0.45,Médio
Califórnia,PR,Impactos para Recursos Hídricos,Seca,2015,0.43,Médio
Califórnia,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.43,Médio
Califórnia,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Califórnia,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.37,Baixo
Califórnia,PR,Saúde,Risco de malária,2020,0.32,Baixo
Califórnia,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.28,Baixo
Califórnia,PR,Saúde,Risco de leishmaniose,2020,0.02,Muito baixo
Calmon,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.61,Alto
Calmon,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.5,Médio
Calmon,SC,Segurança Energetica,Acesso,2019,0.42,Médio
Calmon,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Calmon,SC,Saúde,Risco de malária,2020,0.27,Baixo
Calmon,SC,Segurança Alimentar,Risco de impacto para chuva,2015,0.15,Muito baixo
Calmon,SC,Saúde,Risco de leishmaniose,2020,0.08,Muito baixo
Calmon,SC,Segurança Alimentar,Risco de impacto para seca,2015,0.02,Muito baixo
Calmon,SC,Impactos para Recursos Hídricos,Seca,2015,0,Muito baixo
Calumbi,PE,Saúde,Risco de leishmaniose,2020,0.76,Alto
Calumbi,PE,Impactos para Recursos Hídricos,Seca,2015,0.63,Alto
Calumbi,PE,Segurança Alimentar,Risco de impacto para seca,2015,0.63,Alto
Calumbi,PE,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.37,Baixo
Calumbi,PE,Segurança Energetica,Acesso,2019,0.35,Baixo
Calumbi,PE,Saúde,Risco de malária,2020,0.35,Baixo
Calumbi,PE,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Calumbi,PE,Segurança Alimentar,Risco de impacto para chuva,2015,0.31,Baixo
Calumbi,PE,Desastres geo-hídricos,Deslizamento de terra,2015,0.31,Baixo
Camacan,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.93,Muito alto
Camacan,BA,Saúde,Risco de leishmaniose,2020,0.75,Alto
Camacan,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.73,Alto
Camacan,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.46,Médio
Camacan,BA,Saúde,Risco de malária,2020,0.44,Médio
Camacan,BA,Segurança Energetica,Acesso,2019,0.4,Médio
Camacan,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Camacan,BA,Impactos para Recursos Hídricos,Seca,2015,0.23,Baixo
Camacan,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.16,Muito baixo
Camaçari,BA,Saúde,Risco de leishmaniose,2020,0.85,Muito alto
Camaçari,BA,Saúde,Risco de malária,2020,0.84,Muito alto
Camaçari,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.69,Alto
Camaçari,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.66,Alto
Camaçari,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.6,Alto
Camaçari,BA,Impactos para Recursos Hídricos,Seca,2015,0.46,Médio
Camaçari,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.42,Médio
Camaçari,BA,Segurança Energetica,Acesso,2019,0.4,Médio
Camaçari,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Camacho,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.62,Alto
Camacho,MG,Impactos para Recursos Hídricos,Seca,2015,0.56,Médio
Camacho,MG,Saúde,Risco de leishmaniose,2020,0.55,Médio
Camacho,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.45,Médio
Camacho,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.37,Baixo
Camacho,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Camacho,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.34,Baixo
Camacho,MG,Saúde,Risco de malária,2020,0.3,Baixo
Camacho,MG,Segurança Energetica,Acesso,2019,0.29,Baixo
Camalaú,PB,Saúde,Risco de leishmaniose,2020,0.82,Muito alto
Camalaú,PB,Saúde,Risco de malária,2020,0.69,Alto
Camalaú,PB,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.47,Médio
Camalaú,PB,Impactos para Recursos Hídricos,Seca,2015,0.45,Médio
Camalaú,PB,Desastres geo-hídricos,Deslizamento de terra,2015,0.37,Baixo
Camalaú,PB,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Camalaú,PB,Segurança Energetica,Acesso,2019,0.31,Baixo
Camalaú,PB,Segurança Alimentar,Risco de impacto para seca,2015,0.11,Muito baixo
Camalaú,PB,Segurança Alimentar,Risco de impacto para chuva,2015,0.05,Muito baixo
Camamu,BA,Saúde,Risco de malária,2020,0.73,Alto
Camamu,BA,Saúde,Risco de leishmaniose,2020,0.65,Alto
Camamu,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.55,Médio
Camamu,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.49,Médio
Camamu,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.42,Médio
Camamu,BA,Segurança Energetica,Acesso,2019,0.39,Baixo
Camamu,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Camamu,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.27,Baixo
Camamu,BA,Impactos para Recursos Hídricos,Seca,2015,0.25,Baixo
Camanducaia,MG,Saúde,Risco de leishmaniose,2020,0.7,Alto
Camanducaia,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.53,Médio
Camanducaia,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.45,Médio
Camanducaia,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.41,Médio
Camanducaia,MG,Saúde,Risco de malária,2020,0.38,Baixo
Camanducaia,MG,Impactos para Recursos Hídricos,Seca,2015,0.37,Baixo
Camanducaia,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.36,Baixo
Camanducaia,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Camanducaia,MG,Segurança Energetica,Acesso,2019,0.29,Baixo
Camapuã,MS,Segurança Alimentar,Risco de impacto para seca,2015,0.41,Médio
Camapuã,MS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.4,Médio
Camapuã,MS,Segurança Alimentar,Risco de impacto para chuva,2015,0.39,Baixo
Camapuã,MS,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Camapuã,MS,Saúde,Risco de malária,2020,0.34,Baixo
Camapuã,MS,Desastres geo-hídricos,Deslizamento de terra,2015,0.32,Baixo
Camapuã,MS,Saúde,Risco de leishmaniose,2020,0.17,Muito baixo
Camapuã,MS,Impactos para Recursos Hídricos,Seca,2015,0.12,Muito baixo
Camapuã,MS,Segurança Energetica,Acesso,2019,0.11,Muito baixo
Camaquã,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.66,Alto
Camaquã,RS,Saúde,Risco de leishmaniose,2020,0.65,Alto
Camaquã,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.44,Médio
Camaquã,RS,Segurança Energetica,Acesso,2019,0.43,Médio
Camaquã,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.42,Médio
Camaquã,RS,Impactos para Recursos Hídricos,Seca,2015,0.41,Médio
Camaquã,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Camaquã,RS,Saúde,Risco de malária,2020,0.26,Baixo
Camaquã,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0,Muito baixo
Camaragibe,PE,Desastres geo-hídricos,Deslizamento de terra,2015,0.92,Muito alto
Camaragibe,PE,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.88,Muito alto
Camaragibe,PE,Segurança Alimentar,Risco de impacto para chuva,2015,0.82,Muito alto
Camaragibe,PE,Saúde,Risco de leishmaniose,2020,0.71,Alto
Camaragibe,PE,Impactos para Recursos Hídricos,Seca,2015,0.53,Médio
Camaragibe,PE,Segurança Alimentar,Risco de impacto para seca,2015,0.53,Médio
Camaragibe,PE,Segurança Energetica,Acesso,2019,0.47,Médio
Camaragibe,PE,Saúde,Risco de malária,2020,0.46,Médio
Camaragibe,PE,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Camargo,RS,Saúde,Risco de leishmaniose,2020,0.57,Médio
Camargo,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Camargo,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.34,Baixo
Camargo,RS,Segurança Energetica,Acesso,2019,0.33,Baixo
Camargo,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.28,Baixo
Camargo,RS,Saúde,Risco de malária,2020,0.26,Baixo
Camargo,RS,Impactos para Recursos Hídricos,Seca,2015,0.2,Baixo
Camargo,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.14,Muito baixo
Camargo,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.06,Muito baixo
Cambará do Sul,RS,Saúde,Risco de leishmaniose,2020,0.78,Alto
Cambará do Sul,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.4,Médio
Cambará do Sul,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Cambará do Sul,RS,Segurança Energetica,Acesso,2019,0.35,Baixo
Cambará do Sul,RS,Saúde,Risco de malária,2020,0.34,Baixo
Cambará do Sul,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.32,Baixo
Cambará do Sul,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.28,Baixo
Cambará do Sul,RS,Impactos para Recursos Hídricos,Seca,2015,0,Muito baixo
Cambará do Sul,RS,Segurança Alimentar,Risco de impacto para seca,2015,0,Muito baixo
Cambará,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.59,Médio
Cambará,PR,Impactos para Recursos Hídricos,Seca,2015,0.51,Médio
Cambará,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.5,Médio
Cambará,PR,Segurança Energetica,Acesso,2019,0.44,Médio
Cambará,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Cambará,PR,Saúde,Risco de malária,2020,0.33,Baixo
