municipio,uf,setor,risco,ano,valor,classe
Rio Bananal,ES,Desastres geo-hídricos,Deslizamento de terra,2015,0.24,Baixo
Rio Bananal,ES,Saúde,Risco de leishmaniose,2020,0.07,Muito baixo
Rio Bom,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.4,Médio
Rio Bom,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Rio Bom,PR,Segurança Energetica,Acesso,2019,0.37,Baixo
Rio Bom,PR,Impactos para Recursos Hídricos,Seca,2015,0.36,Baixo
Rio Bom,PR,Saúde,Risco de malária,2020,0.32,Baixo
Rio Bom,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.3,Baixo
Rio Bom,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.3,Baixo
Rio Bom,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.29,Baixo
Rio Bom,PR,Saúde,Risco de leishmaniose,2020,0.04,Muito baixo
Rio Bonito do Iguaçu,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Rio Bonito do Iguaçu,PR,Segurança Energetica,Acesso,2019,0.37,Baixo
Rio Bonito do Iguaçu,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.35,Baixo
Rio Bonito do Iguaçu,PR,Saúde,Risco de malária,2020,0.3,Baixo
Rio Bonito do Iguaçu,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.29,Baixo
Rio Bonito do Iguaçu,PR,Impactos para Recursos Hídricos,Seca,2015,0.21,Baixo
Rio Bonito do Iguaçu,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.12,Muito baixo
Rio Bonito do Iguaçu,PR,Saúde,Risco de leishmaniose,2020,0.12,Muito baixo
Rio Bonito do Iguaçu,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.03,Muito baixo
Rio Bonito,RJ,Impactos para Recursos Hídricos,Seca,2015,0.65,Alto
Rio Bonito,RJ,Desastres geo-hídricos,Deslizamento de terra,2015,0.61,Alto
Rio Bonito,RJ,Segurança Alimentar,Risco de impacto para seca,2015,0.59,Médio
Rio Bonito,RJ,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.57,Médio
Rio Bonito,RJ,Segurança Alimentar,Risco de impacto para chuva,2015,0.5,Médio
Rio Bonito,RJ,Segurança Energetica,Acesso,2019,0.48,Médio
Rio Bonito,RJ,Saúde,Risco de malária,2020,0.4,Médio
Rio Bonito,RJ,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio Bonito,RJ,Saúde,Risco de leishmaniose,2020,0.19,Muito baixo
Rio Branco do Ivaí,PR,Saúde,Risco de leishmaniose,2020,0.66,Alto
Rio Branco do Ivaí,PR,Saúde,Risco de malária,2020,0.65,Alto
Rio Branco do Ivaí,PR,Impactos para Recursos Hídricos,Seca,2015,0.4,Médio
Rio Branco do Ivaí,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Rio Branco do Ivaí,PR,Segurança Energetica,Acesso,2019,0.37,Baixo
Rio Branco do Ivaí,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.36,Baixo
Rio Branco do Ivaí,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.32,Baixo
Rio Branco do Ivaí,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.29,Baixo
Rio Branco do Ivaí,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.12,Muito baixo
Rio Branco do Sul,PR,Saúde,Risco de leishmaniose,2020,0.74,Alto
Rio Branco do Sul,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.57,Médio
Rio Branco do Sul,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.5,Médio
Rio Branco do Sul,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Rio Branco do Sul,PR,Segurança Energetica,Acesso,2019,0.38,Baixo
Rio Branco do Sul,PR,Saúde,Risco de malária,2020,0.38,Baixo
Rio Branco do Sul,PR,Impactos para Recursos Hídricos,Seca,2015,0.21,Baixo
Rio Branco do Sul,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.2,Baixo
Rio Branco do Sul,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.19,Muito baixo
Rio Branco,AC,Saúde,Risco de malária,2020,0.84,Muito alto
Rio Branco,AC,Saúde,Risco de leishmaniose,2020,0.83,Muito alto
Rio Branco,AC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.52,Médio
Rio Branco,AC,Segurança Energetica,Acesso,2019,0.51,Médio
Rio Branco,AC,Segurança Alimentar,Risco de impacto para seca,2015,0.43,Médio
Rio Branco,AC,Impactos para Recursos Hídricos,Seca,2015,0.39,Baixo
Rio Branco,AC,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio Branco,AC,Segurança Alimentar,Risco de impacto para chuva,2015,0.25,Baixo
Rio Branco,AC,Desastres geo-hídricos,Deslizamento de terra,2015,0.25,Baixo
Rio Branco,MT,Saúde,Risco de leishmaniose,2020,0.53,Médio
Rio Branco,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.52,Médio
Rio Branco,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.43,Médio
Rio Branco,MT,Impactos para Recursos Hídricos,Seca,2015,0.38,Baixo
Rio Branco,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio Branco,MT,Saúde,Risco de malária,2020,0.35,Baixo
Rio Branco,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.34,Baixo
Rio Branco,MT,Segurança Energetica,Acesso,2019,0.33,Baixo
Rio Branco,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0.3,Baixo
Rio Brilhante,MS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.48,Médio
Rio Brilhante,MS,Desastres geo-hídricos,Deslizamento de terra,2015,0.37,Baixo
Rio Brilhante,MS,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio Brilhante,MS,Saúde,Risco de malária,2020,0.35,Baixo
Rio Brilhante,MS,Impactos para Recursos Hídricos,Seca,2015,0.26,Baixo
Rio Brilhante,MS,Saúde,Risco de leishmaniose,2020,0.17,Muito baixo
Rio Brilhante,MS,Segurança Alimentar,Risco de impacto para seca,2015,0.15,Muito baixo
Rio Brilhante,MS,Segurança Energetica,Acesso,2019,0,Muito baixo
Rio Brilhante,MS,Segurança Alimentar,Risco de impacto para chuva,2015,0,Muito baixo
Rio Casca,MG,Impactos para Recursos Hídricos,Seca,2015,0.52,Médio
Rio Casca,MG,Saúde,Risco de leishmaniose,2020,0.49,Médio
Rio Casca,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.47,Médio
Rio Casca,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.46,Médio
Rio Casca,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.39,Baixo
Rio Casca,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.38,Baixo
Rio Casca,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio Casca,MG,Saúde,Risco de malária,2020,0.34,Baixo
Rio Casca,MG,Segurança Energetica,Acesso,2019,0.31,Baixo
Rio Claro,RJ,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.56,Médio
Rio Claro,RJ,Desastres geo-hídricos,Deslizamento de terra,2015,0.46,Médio
Rio Claro,RJ,Segurança Alimentar,Risco de impacto para seca,2015,0.44,Médio
Rio Claro,RJ,Saúde,Risco de leishmaniose,2020,0.44,Médio
Rio Claro,RJ,Saúde,Risco de malária,2020,0.38,Baixo
Rio Claro,RJ,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio Claro,RJ,Impactos para Recursos Hídricos,Seca,2015,0.32,Baixo
Rio Claro,RJ,Segurança Energetica,Acesso,2019,0.31,Baixo
Rio Claro,RJ,Segurança Alimentar,Risco de impacto para chuva,2015,0.23,Baixo
Rio Claro,SP,Saúde,Risco de leishmaniose,2020,0.84,Muito alto
Rio Claro,SP,Impactos para Recursos Hídricos,Seca,2015,0.81,Muito alto
Rio Claro,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.64,Alto
Rio Claro,SP,Segurança Energetica,Acesso,2019,0.42,Médio
Rio Claro,SP,Saúde,Risco de malária,2020,0.38,Baixo
Rio Claro,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.36,Baixo
Rio Claro,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio Claro,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.31,Baixo
Rio Claro,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.3,Baixo
Rio Crespo,RO,Saúde,Risco de malária,2020,0.91,Muito alto
Rio Crespo,RO,Saúde,Risco de leishmaniose,2020,0.72,Alto
Rio Crespo,RO,Segurança Alimentar,Risco de impacto para seca,2015,0.46,Médio
Rio Crespo,RO,Segurança Energetica,Acesso,2019,0.39,Baixo
Rio Crespo,RO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio Crespo,RO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.34,Baixo
Rio Crespo,RO,Segurança Alimentar,Risco de impacto para chuva,2015,0.28,Baixo
Rio Crespo,RO,Impactos para Recursos Hídricos,Seca,2015,0.27,Baixo
Rio Crespo,RO,Desastres geo-hídricos,Deslizamento de terra,2015,0.26,Baixo
Rio da Conceição,TO,Segurança Alimentar,Risco de impacto para seca,2015,0.55,Médio
Rio da Conceição,TO,Saúde,Risco de leishmaniose,2020,0.45,Médio
Rio da Conceição,TO,Segurança Energetica,Acesso,2019,0.36,Baixo
Rio da Conceição,TO,Impactos para Recursos Hídricos,Seca,2015,0.35,Baixo
Rio da Conceição,TO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio da Conceição,TO,Saúde,Risco de malária,2020,0.34,Baixo
Rio da Conceição,TO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.33,Baixo
Rio da Conceição,TO,Desastres geo-hídricos,Deslizamento de terra,2015,0.27,Baixo
Rio da Conceição,TO,Segurança Alimentar,Risco de impacto para chuva,2015,0.14,Muito baixo
Rio das Antas,SC,Segurança Energetica,Acesso,2019,0.43,Médio
Rio das Antas,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Rio das Antas,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.3,Baixo
Rio das Antas,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.29,Baixo
Rio das Antas,SC,Saúde,Risco de malária,2020,0.27,Baixo
Rio das Antas,SC,Saúde,Risco de leishmaniose,2020,0.08,Muito baixo
Rio das Antas,SC,Impactos para Recursos Hídricos,Seca,2015,0,Muito baixo
Rio das Antas,SC,Segurança Alimentar,Risco de impacto para seca,2015,0,Muito baixo
Rio das Antas,SC,Segurança Alimentar,Risco de impacto para chuva,2015,0,Muito baixo
Rio das Flores,RJ,Impactos para Recursos Hídricos,Seca,2015,0.52,Médio
Rio das Flores,RJ,Saúde,Risco de leishmaniose,2020,0.49,Médio
Rio das Flores,RJ,Saúde,Risco de malária,2020,0.38,Baixo
Rio das Flores,RJ,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio das Flores,RJ,Segurança Alimentar,Risco de impacto para seca,2015,0.35,Baixo
Rio das Flores,RJ,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.31,Baixo
Rio das Flores,RJ,Desastres geo-hídricos,Deslizamento de terra,2015,0.3,Baixo
Rio das Flores,RJ,Segurança Energetica,Acesso,2019,0.28,Baixo
Rio das Flores,RJ,Segurança Alimentar,Risco de impacto para chuva,2015,0.1,Muito baixo
Rio das Ostras,RJ,Saúde,Risco de leishmaniose,2020,0.75,Alto
Rio das Ostras,RJ,Impactos para Recursos Hídricos,Seca,2015,0.72,Alto
Rio das Ostras,RJ,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.67,Alto
Rio das Ostras,RJ,Desastres geo-hídricos,Deslizamento de terra,2015,0.64,Alto
Rio das Ostras,RJ,Segurança Alimentar,Risco de impacto para seca,2015,0.58,Médio
Rio das Ostras,RJ,Segurança Alimentar,Risco de impacto para chuva,2015,0.58,Médio
Rio das Ostras,RJ,Saúde,Risco de malária,2020,0.43,Médio
Rio das Ostras,RJ,Segurança Energetica,Acesso,2019,0.38,Baixo
Rio das Ostras,RJ,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio das Pedras,SP,Impactos para Recursos Hídricos,Seca,2015,0.73,Alto
Rio das Pedras,SP,Segurança Alimentar,Risco de impacto para seca,2015,0.72,Alto
Rio das Pedras,SP,Saúde,Risco de leishmaniose,2020,0.71,Alto
Rio das Pedras,SP,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.64,Alto
Rio das Pedras,SP,Segurança Energetica,Acesso,2019,0.48,Médio
Rio das Pedras,SP,Desastres geo-hídricos,Deslizamento de terra,2015,0.45,Médio
Rio das Pedras,SP,Saúde,Risco de malária,2020,0.39,Baixo
Rio das Pedras,SP,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio das Pedras,SP,Segurança Alimentar,Risco de impacto para chuva,2015,0.32,Baixo
Rio de Contas,BA,Saúde,Risco de leishmaniose,2020,0.84,Muito alto
Rio de Contas,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.6,Alto
Rio de Contas,BA,Impactos para Recursos Hídricos,Seca,2015,0.51,Médio
Rio de Contas,BA,Saúde,Risco de malária,2020,0.49,Médio
Rio de Contas,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.39,Baixo
Rio de Contas,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.35,Baixo
Rio de Contas,BA,Segurança Energetica,Acesso,2019,0.32,Baixo
Rio de Contas,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Rio de Contas,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.23,Baixo
Rio de Janeiro,RJ,Impactos para Recursos Hídricos,Seca,2015,0.72,Alto
Rio de Janeiro,RJ,Saúde,Risco de leishmaniose,2020,0.72,Alto
Rio de Janeiro,RJ,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.67,Alto
Rio de Janeiro,RJ,Desastres geo-hídricos,Deslizamento de terra,2015,0.62,Alto
Rio de Janeiro,RJ,Segurança Alimentar,Risco de impacto para seca,2015,0.51,Médio
Rio de Janeiro,RJ,Segurança Energetica,Acesso,2019,0.38,Baixo
Rio de Janeiro,RJ,Saúde,Risco de malária,2020,0.38,Baixo
Rio de Janeiro,RJ,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Rio de Janeiro,RJ,Segurança Alimentar,Risco de impacto para chuva,2015,0.16,Muito baixo
Rio do Antônio,BA,Saúde,Risco de leishmaniose,2020,0.84,Muito alto
Rio do Antônio,BA,Saúde,Risco de malária,2020,0.69,Alto
Rio do Antônio,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.68,Alto
Rio do Antônio,BA,Impactos para Recursos Hídricos,Seca,2015,0.65,Alto
Rio do Antônio,BA,Segurança Energetica,Acesso,2019,0.34,Baixo
Rio do Antônio,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.33,Baixo
Rio do Antônio,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Rio do Antônio,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.24,Baixo
Rio do Antônio,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.11,Muito baixo
Rio do Campo,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.43,Médio
Rio do Campo,SC,Segurança Energetica,Acesso,2019,0.42,Médio
Rio do Campo,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Rio do Campo,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.34,Baixo
Rio do Campo,SC,Saúde,Risco de malária,2020,0.31,Baixo
Rio do Campo,SC,Impactos para Recursos Hídricos,Seca,2015,0.14,Muito baixo
Rio do Campo,SC,Segurança Alimentar,Risco de impacto para seca,2015,0.13,Muito baixo
Rio do Campo,SC,Segurança Alimentar,Risco de impacto para chuva,2015,0.13,Muito baixo
Rio do Campo,SC,Saúde,Risco de leishmaniose,2020,0.02,Muito baixo
Rio do Fogo,RN,Saúde,Risco de malária,2020,0.85,Muito alto
Rio do Fogo,RN,Saúde,Risco de leishmaniose,2020,0.67,Alto
Rio do Fogo,RN,Impactos para Recursos Hídricos,Seca,2015,0.58,Médio
Rio do Fogo,RN,Segurança Energetica,Acesso,2019,0.43,Médio
Rio do Fogo,RN,Segurança Alimentar,Risco de impacto para seca,2015,0.4,Médio
Rio do Fogo,RN,Segurança Alimentar,Risco de impacto para chuva,2015,0.37,Baixo
Rio do Fogo,RN,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Rio do Fogo,RN,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.21,Baixo
Rio do Fogo,RN,Desastres geo-hídricos,Deslizamento de terra,2015,0.16,Muito baixo
Rio do Oeste,SC,Segurança Energetica,Acesso,2019,0.45,Médio
Rio do Oeste,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Rio do Oeste,SC,Saúde,Risco de malária,2020,0.3,Baixo
Rio do Oeste,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.3,Baixo
Rio do Oeste,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.24,Baixo
Rio do Oeste,SC,Impactos para Recursos Hídricos,Seca,2015,0.08,Muito baixo
